route_id,service_id,trip_id,trip_headsign,direction_id,shape_id,wheelchair_accessible,note_fr,note_en
80,20C-H50C000A-90-A,218315794,80-N,0,800101,1,,
80,20C-H50C000A-90-A,218315795,80-S,1,800102,1,,
80,20C-H50C000A-90-A,218315796,80-N,0,800101,1,,
165,20C-H50C000A-90-A,218315799,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218315800,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218315802,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218315803,165-N,0,1650101,1,,
80,20C-H50C000A-90-A,218315805,80-S,1,800102,1,,
165,20C-H50C000A-90-A,218315806,165-S,1,1650100,1,,
80,20C-H50C000A-90-A,218315808,80-N,0,800101,1,,
80,20C-H50C000A-90-A,218315809,80-N,0,800101,1,,
80,20C-H50C000A-90-A,218315810,80-S,1,800102,1,,
80,20C-H50C000A-90-A,218315811,80-N,0,800101,1,,
80,20C-H50C000A-90-A,218315812,80-N,0,800101,1,,
165,20C-H50C000A-90-A,218315815,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218315816,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218315818,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218315819,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218315821,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218315822,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218315824,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218315826,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218315827,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218315829,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218315830,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218315832,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218315833,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218315835,165-S,1,1650100,1,,
80,20C-H50C000A-90-A,218315836,80-S,1,800102,1,,
165,20C-H50C000A-90-A,218315837,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218315838,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218315839,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218315841,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218315843,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218315844,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218315846,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218315847,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218315850,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218315852,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218315853,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218315855,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218315856,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218315858,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218315859,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218315861,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218315862,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218315864,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218315865,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218315867,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218315868,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218315870,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218315871,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218315872,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218315874,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218315876,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218315877,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218315879,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218315880,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218315882,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218315883,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218315885,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218315886,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218315888,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218315889,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218315891,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218315892,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218315893,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218315894,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218315895,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218315900,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218315901,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218315903,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218315904,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218315905,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218315907,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218315909,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218315912,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218315913,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218315915,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218315916,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218315918,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218315919,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218315921,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218315922,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218315924,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218315925,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218315927,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218315928,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218315930,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218315931,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218315934,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218315936,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218315937,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218315938,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218315940,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218315942,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218315943,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218315945,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218315946,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218315948,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218315949,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218315951,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218315952,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218315954,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218315955,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218315957,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218315958,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218315960,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218315962,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218315964,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218315966,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218315969,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218315970,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218315971,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218315973,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218315975,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218315976,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218315978,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218315979,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218315981,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218315982,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218315984,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218315985,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218315987,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218315988,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218315990,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218315992,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218315994,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218315995,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218315997,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218315998,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218316000,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218316001,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218316003,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218316004,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218316005,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218316007,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218316009,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218316010,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218316012,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218316013,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218316015,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218316016,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218316017,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218316018,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218316019,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218316024,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218316026,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218316029,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218316030,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218316032,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218316033,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218316035,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218316037,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218316038,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218316039,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218316041,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218316042,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218316044,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218316045,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218316047,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218316048,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218316050,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218316051,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218316053,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218316055,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218316056,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218316059,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218316060,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218316062,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218316063,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218316065,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218316066,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218316068,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218316069,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218316070,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218316072,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218316074,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218316075,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218316077,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218316078,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218316080,165-S,1,1650100,1,,
80,20C-H50C000A-90-A,218316082,80-N,0,800101,1,,
80,20C-H50C000A-90-A,218316083,80-S,1,800102,1,,
80,20C-H50C000A-90-A,218316084,80-N,0,800101,1,,
80,20C-H50C000A-90-A,218316085,80-S,1,800102,1,,
80,20C-H50C000A-90-A,218316086,80-N,0,800101,1,,
80,20C-H50C000A-90-A,218316087,80-S,1,800102,1,,
80,20C-H50C000A-90-A,218316088,80-N,0,800101,1,,
80,20C-H50C000A-90-A,218316090,80-N,0,800101,1,,
80,20C-H50C000A-90-A,218316093,80-S,1,800102,1,,
80,20C-H50C000A-90-A,218316095,80-S,1,800102,1,,
80,20C-H50C000A-90-A,218316096,80-N,0,800101,1,,
80,20C-H50C000A-90-A,218316097,80-S,1,800102,1,,
80,20C-H50C000A-90-A,218316098,80-N,0,800101,1,,
80,20C-H50C000A-90-A,218316099,80-S,1,800102,1,,
80,20C-H50C000A-90-A,218316100,80-N,0,800101,1,,
80,20C-H50C000A-90-A,218316101,80-S,1,800102,1,,
165,20C-H50C000A-90-A,218316102,165-N,0,1650101,1,,
80,20C-H50C000A-90-A,218316103,80-N,0,800101,1,,
165,20C-H50C000A-90-A,218316105,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218316107,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218316108,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218316110,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218316111,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218316113,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218316115,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218316116,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218316118,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218316119,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218316121,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218316124,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218316125,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218316127,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218316128,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218316130,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218316132,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218316133,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218316135,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218316136,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218316139,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218316141,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218316142,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218316144,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218316145,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218316147,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218316148,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218316150,165-S,1,1650100,1,,
80,20C-H50C000A-90-A,218316152,80-N,0,800101,1,,
165,20C-H50C000A-90-A,218316155,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218316156,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218316158,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218316159,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218316161,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218316162,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218316164,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218316165,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218316167,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218316168,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218316169,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218316171,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218316173,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218316174,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218316177,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218316178,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218316180,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218316181,165-N,0,1650101,1,,
165,20C-H50C000A-90-A,218316183,165-S,1,1650100,1,,
165,20C-H50C000A-90-A,218316184,165-N,0,1650101,1,,
470,20C-H50C000A-90-A,218316187,470-E,0,4700217,1,,
470,20C-H50C000A-90-A,218316189,470-O,1,4700193,1,Ce bus termine son parcours à l'usine de filtration.,This bus ends its run at Usine de filtration.
470,20C-H50C000A-90-A,218316190,470-E,0,4700217,1,,
470,20C-H50C000A-90-A,218316192,470-O,1,4700193,1,Ce bus termine son parcours à l'usine de filtration.,This bus ends its run at Usine de filtration.
470,20C-H50C000A-90-A,218316193,470-E,0,4700217,1,,
470,20C-H50C000A-90-A,218316195,470-O,1,4700193,1,Ce bus termine son parcours à l'usine de filtration.,This bus ends its run at Usine de filtration.
470,20C-H50C000A-90-A,218316196,470-E,0,4700217,1,,
470,20C-H50C000A-90-A,218316198,470-O,1,4700193,1,Ce bus termine son parcours à l'usine de filtration.,This bus ends its run at Usine de filtration.
470,20C-H50C000A-90-A,218316199,470-E,0,4700217,1,,
470,20C-H50C000A-90-A,218316201,470-E,0,4700218,1,,
470,20C-H50C000A-90-A,218316202,470-E,0,4700217,1,,
470,20C-H50C000A-90-A,218316204,470-O,1,4700219,1,Ce bus se rend jusqu'à du Palomino.,This bus goes to du Palomino.
470,20C-H50C000A-90-A,218316206,470-O,1,4700194,1,,
470,20C-H50C000A-90-A,218316209,470-E,0,4700217,1,,
470,20C-H50C000A-90-A,218316211,470-O,1,4700193,1,Ce bus termine son parcours à l'usine de filtration.,This bus ends its run at Usine de filtration.
470,20C-H50C000A-90-A,218316212,470-E,0,4700217,1,,
470,20C-H50C000A-90-A,218316214,470-O,1,4700193,1,Ce bus termine son parcours à l'usine de filtration.,This bus ends its run at Usine de filtration.
470,20C-H50C000A-90-A,218316215,470-E,0,4700217,1,,
470,20C-H50C000A-90-A,218316217,470-O,1,4700193,1,Ce bus termine son parcours à l'usine de filtration.,This bus ends its run at Usine de filtration.
470,20C-H50C000A-90-A,218316218,470-E,0,4700217,1,,
470,20C-H50C000A-90-A,218316220,470-E,0,4700217,1,,
470,20C-H50C000A-90-A,218316222,470-O,1,4700193,1,Ce bus termine son parcours à l'usine de filtration.,This bus ends its run at Usine de filtration.
470,20C-H50C000A-90-A,218316223,470-E,0,4700217,1,,
470,20C-H50C000A-90-A,218316225,470-O,1,4700193,1,Ce bus termine son parcours à l'usine de filtration.,This bus ends its run at Usine de filtration.
470,20C-H50C000A-90-A,218316226,470-E,0,4700217,1,,
470,20C-H50C000A-90-A,218316228,470-E,0,4700217,1,,
470,20C-H50C000A-90-A,218316230,470-O,1,4700193,1,Ce bus termine son parcours à l'usine de filtration.,This bus ends its run at Usine de filtration.
470,20C-H50C000A-90-A,218316231,470-E,0,4700217,1,,
470,20C-H50C000A-90-A,218316233,470-O,1,4700219,1,Ce bus se rend jusqu'à du Palomino.,This bus goes to du Palomino.
470,20C-H50C000A-90-A,218316235,470-E,0,4700218,1,,
470,20C-H50C000A-90-A,218316236,470-O,1,4700194,1,,
470,20C-H50C000A-90-A,218316237,470-E,0,4700216,1,,
470,20C-H50C000A-90-A,218316240,470-O,1,4700194,1,,
470,20C-H50C000A-90-A,218316243,470-E,0,4700217,1,,
470,20C-H50C000A-90-A,218316245,470-O,1,4700193,1,Ce bus termine son parcours à l'usine de filtration.,This bus ends its run at Usine de filtration.
470,20C-H50C000A-90-A,218316246,470-E,0,4700217,1,,
470,20C-H50C000A-90-A,218316248,470-O,1,4700193,1,Ce bus termine son parcours à l'usine de filtration.,This bus ends its run at Usine de filtration.
470,20C-H50C000A-90-A,218316249,470-E,0,4700217,1,,
470,20C-H50C000A-90-A,218316251,470-O,1,4700193,1,Ce bus termine son parcours à l'usine de filtration.,This bus ends its run at Usine de filtration.
470,20C-H50C000A-90-A,218316252,470-E,0,4700217,1,,
470,20C-H50C000A-90-A,218316254,470-O,1,4700193,1,Ce bus termine son parcours à l'usine de filtration.,This bus ends its run at Usine de filtration.
470,20C-H50C000A-90-A,218316255,470-E,0,4700217,1,,
470,20C-H50C000A-90-A,218316257,470-O,1,4700219,1,Ce bus se rend jusqu'à du Palomino.,This bus goes to du Palomino.
470,20C-H50C000A-90-A,218316258,470-E,0,4700218,1,,
470,20C-H50C000A-90-A,218316260,470-O,1,4700194,1,,
470,20C-H50C000A-90-A,218316261,470-E,0,4700216,1,,
470,20C-H50C000A-90-A,218316263,470-O,1,4700194,1,,
470,20C-H50C000A-90-A,218316264,470-E,0,4700216,1,,
470,20C-H50C000A-90-A,218316265,470-O,1,4700194,1,,
470,20C-H50C000A-90-A,218316266,470-E,0,4700217,1,,
470,20C-H50C000A-90-A,218316267,470-E,0,4700216,1,,
470,20C-H50C000A-90-A,218316271,470-O,1,4700193,1,Ce bus termine son parcours à l'usine de filtration.,This bus ends its run at Usine de filtration.
470,20C-H50C000A-90-A,218316272,470-E,0,4700217,1,,
470,20C-H50C000A-90-A,218316274,470-O,1,4700193,1,Ce bus termine son parcours à l'usine de filtration.,This bus ends its run at Usine de filtration.
470,20C-H50C000A-90-A,218316275,470-E,0,4700217,1,,
470,20C-H50C000A-90-A,218316277,470-O,1,4700193,1,Ce bus termine son parcours à l'usine de filtration.,This bus ends its run at Usine de filtration.
470,20C-H50C000A-90-A,218316278,470-E,0,4700217,1,,
470,20C-H50C000A-90-A,218316280,470-O,1,4700193,1,Ce bus termine son parcours à l'usine de filtration.,This bus ends its run at Usine de filtration.
470,20C-H50C000A-90-A,218316282,470-E,0,4700216,1,,
470,20C-H50C000A-90-A,218316284,470-O,1,4700219,1,Ce bus se rend jusqu'à du Palomino.,This bus goes to du Palomino.
470,20C-H50C000A-90-A,218316285,470-E,0,4700218,1,,
470,20C-H50C000A-90-A,218316287,470-O,1,4700194,1,,
470,20C-H50C000A-90-A,218316288,470-E,0,4700216,1,,
470,20C-H50C000A-90-A,218316290,470-O,1,4700194,1,,
470,20C-H50C000A-90-A,218316291,470-E,0,4700216,1,,
470,20C-H50C000A-90-A,218316293,470-O,1,4700194,1,,
470,20C-H50C000A-90-A,218316294,470-E,0,4700216,1,,
470,20C-H50C000A-90-A,218316296,470-O,1,4700194,1,,
470,20C-H50C000A-90-A,218316299,470-E,0,4700217,1,,
470,20C-H50C000A-90-A,218316300,470-E,0,4700217,1,,
470,20C-H50C000A-90-A,218316302,470-O,1,4700193,1,Ce bus termine son parcours à l'usine de filtration.,This bus ends its run at Usine de filtration.
470,20C-H50C000A-90-A,218316304,470-O,1,4700193,1,Ce bus termine son parcours à l'usine de filtration.,This bus ends its run at Usine de filtration.
470,20C-H50C000A-90-A,218316305,470-E,0,4700217,1,,
470,20C-H50C000A-90-A,218316307,470-O,1,4700193,1,Ce bus termine son parcours à l'usine de filtration.,This bus ends its run at Usine de filtration.
470,20C-H50C000A-90-A,218316309,470-E,0,4700216,1,,
470,20C-H50C000A-90-A,218316311,470-O,1,4700219,1,Ce bus se rend jusqu'à du Palomino.,This bus goes to du Palomino.
470,20C-H50C000A-90-A,218316312,470-E,0,4700218,1,,
470,20C-H50C000A-90-A,218316314,470-O,1,4700219,1,Ce bus se rend jusqu'à du Palomino.,This bus goes to du Palomino.
470,20C-H50C000A-90-A,218316315,470-E,0,4700218,1,,
470,20C-H50C000A-90-A,218316317,470-O,1,4700194,1,,
470,20C-H50C000A-90-A,218316318,470-E,0,4700216,1,,
470,20C-H50C000A-90-A,218316320,470-O,1,4700194,1,,
470,20C-H50C000A-90-A,218316322,470-E,0,4700217,1,,
470,20C-H50C000A-90-A,218316324,470-O,1,4700193,1,Ce bus termine son parcours à l'usine de filtration.,This bus ends its run at Usine de filtration.
470,20C-H50C000A-90-A,218316325,470-E,0,4700217,1,,
470,20C-H50C000A-90-A,218316327,470-O,1,4700193,1,Ce bus termine son parcours à l'usine de filtration.,This bus ends its run at Usine de filtration.
470,20C-H50C000A-90-A,218316328,470-E,0,4700217,1,,
470,20C-H50C000A-90-A,218316332,470-E,0,4700217,1,,
470,20C-H50C000A-90-A,218316334,470-E,0,4700217,1,,
470,20C-H50C000A-90-A,218316337,470-O,1,4700193,1,Ce bus termine son parcours à l'usine de filtration.,This bus ends its run at Usine de filtration.
470,20C-H50C000A-90-A,218316339,470-E,0,4700216,1,,
470,20C-H50C000A-90-A,218316341,470-O,1,4700219,1,Ce bus se rend jusqu'à du Palomino.,This bus goes to du Palomino.
470,20C-H50C000A-90-A,218316342,470-E,0,4700218,1,,
470,20C-H50C000A-90-A,218316344,470-O,1,4700194,1,,
470,20C-H50C000A-90-A,218316345,470-E,0,4700216,1,,
470,20C-H50C000A-90-A,218316347,470-O,1,4700194,1,,
470,20C-H50C000A-90-A,218316348,470-E,0,4700216,1,,
470,20C-H50C000A-90-A,218316350,470-O,1,4700194,1,,
470,20C-H50C000A-90-A,218316351,470-E,0,4700216,1,,
470,20C-H50C000A-90-A,218316353,470-O,1,4700194,1,,
470,20C-H50C000A-90-A,218316355,470-O,1,4700194,1,,
470,20C-H50C000A-90-A,218316358,470-E,0,4700217,1,,
470,20C-H50C000A-90-A,218316360,470-O,1,4700193,1,Ce bus termine son parcours à l'usine de filtration.,This bus ends its run at Usine de filtration.
470,20C-H50C000A-90-A,218316361,470-E,0,4700217,1,,
470,20C-H50C000A-90-A,218316363,470-O,1,4700219,1,Ce bus se rend jusqu'à du Palomino.,This bus goes to du Palomino.
470,20C-H50C000A-90-A,218316364,470-E,0,4700218,1,,
470,20C-H50C000A-90-A,218316368,470-E,0,4700217,1,,
470,20C-H50C000A-90-A,218316369,470-O,1,4700193,1,Ce bus termine son parcours à l'usine de filtration.,This bus ends its run at Usine de filtration.
470,20C-H50C000A-90-A,218316371,470-E,0,4700216,1,,
470,20C-H50C000A-90-A,218316373,470-O,1,4700219,1,Ce bus se rend jusqu'à du Palomino.,This bus goes to du Palomino.
470,20C-H50C000A-90-A,218316374,470-E,0,4700218,1,,
470,20C-H50C000A-90-A,218316376,470-O,1,4700219,1,Ce bus se rend jusqu'à du Palomino.,This bus goes to du Palomino.
470,20C-H50C000A-90-A,218316377,470-E,0,4700218,1,,
470,20C-H50C000A-90-A,218316379,470-O,1,4700194,1,,
470,20C-H50C000A-90-A,218316380,470-E,0,4700216,1,,
470,20C-H50C000A-90-A,218316382,470-O,1,4700194,1,,
470,20C-H50C000A-90-A,218316383,470-E,0,4700216,1,,
470,20C-H50C000A-90-A,218316385,470-O,1,4700194,1,,
470,20C-H50C000A-90-A,218316387,470-O,1,4700194,1,,
470,20C-H50C000A-90-A,218316390,470-E,0,4700216,1,,
470,20C-H50C000A-90-A,218316392,470-O,1,4700194,1,,
470,20C-H50C000A-90-A,218316393,470-E,0,4700216,1,,
470,20C-H50C000A-90-A,218316395,470-O,1,4700194,1,,
470,20C-H50C000A-90-A,218316396,470-E,0,4700216,1,,
470,20C-H50C000A-90-A,218316398,470-O,1,4700194,1,,
470,20C-H50C000A-90-A,218316399,470-O,1,4700194,1,,
470,20C-H50C000A-90-A,218316400,470-E,0,4700216,1,,
470,20C-H50C000A-90-A,218316402,470-E,0,4700216,1,,
470,20C-H50C000A-90-A,218316404,470-O,1,4700194,1,,
968,20C-H50C000A-90-A,218316406,968-O,1,9680015,1,,
968,20C-H50C000A-90-A,218316408,968-O,1,9680015,1,,
968,20C-H50C000A-90-A,218316409,968-E,0,9680014,1,,
968,20C-H50C000A-90-A,218316410,968-E,0,9680014,1,,
968,20C-H50C000A-90-A,218316411,968-E,0,9680014,1,,
968,20C-H50C000A-90-A,218316412,968-O,1,9680015,1,,
